Prec [mm],ET [mm/h],T [C],Q [m3/s],LAT [C]
0,0.052125,4.902,1.071,9.114386111
0,0.052125,4.902,1.071,9.114386111
0,0.052125,4.902,1.071,9.114386111
0,0.052125,4.902,1.094,9.114386111
0,0.052125,4.902,1.09875,9.114386111
0.005,0.052125,4.902,1.053,9.114386111
0,0.052125,4.902,1.0395,9.114386111
0,0.052125,4.902,1.044,9.114386111
0,0.052125,4.902,1.04625,9.114386111
0,0.052125,4.902,1.044,9.114386111
0,0.052125,3.861,1.044,9.114386111
0,0.052125,3.861,1.04625,9.114386111
0,0.052125,3.861,1.044,9.114386111
0,0.034791667,3.861,1.035,9.114386111
0,0.023833333,6.109,1.035,9.114386111
0,0.023833333,6.109,1.035,9.114386111
0.01,0.023833333,6.109,1.03275,9.114386111
0,0.026458333,6.109,1.026,9.114386111
0,0.026458333,6.109,1.026,9.114386111
0.005,0.026458333,6.109,1.02375,9.114386111
0.001,0.026458333,6.109,1.017,9.114386111
0.005,0.026458333,6.109,1.017,9.114386111
0,0.026458333,6.109,1.017,9.114386111
0,0.026458333,6.109,1.0125,9.114386111
0,0.023833333,6.109,1.0125,9.114386111
0,0.023833333,6.109,1.01025,9.114386111
0,0.023833333,6.109,1.008,9.114386111
0,0.023833333,6.109,1.008,9.114386111
0,0.023833333,6.109,1.008,9.114386111
0,0.023833333,6.109,1.0035,9.114386111
0,0.023833333,6.109,0.999,9.114386111
0,0.023833333,6.109,0.99225,9.114386111
0,0.023833333,6.109,0.99,9.114386111
0,0.023833333,6.109,0.982,9.114386111
0,0.023833333,6.109,0.982,9.114386111
0,0.023833333,6.109,0.982,9.114386111
0,0.023833333,6.109,0.97075,9.114386111
0,0.026458333,6.109,0.97975,9.114386111
0,0.026458333,6.252,0.97525,9.114386111
0,0.026458333,6.252,0.97525,9.114386111
0,0.026458333,6.252,0.97075,9.114386111
0,0.019666667,6.252,0.96625,9.114386111
0,0.019666667,6.252,0.964,9.114386111
0,0.019666667,6.252,0.9595,9.114386111
0.011,0.019666667,6.252,0.955,9.114386111
0,0.019666667,6.252,0.95725,9.114386111
0.009,0.019666667,6.252,0.955,9.114386111
0,0.019666667,6.252,0.955,9.114386111
0,0.026458333,6.252,0.9505,9.114386111
0,0.026458333,6.252,0.946,9.114386111
0,0.026458333,6.252,0.946,9.114386111
0,0.026458333,6.252,0.946,9.114386111
0,0.026458333,6.252,0.946,9.114386111
0,0.026458333,6.252,0.946,9.114386111
0,0.026458333,6.252,0.944,9.114386111
0,0.026458333,6.252,0.938,9.114386111
0,0.026458333,6.252,0.94,9.114386111
0,0.026458333,6.252,0.944,9.114386111
0,0.026458333,6.252,0.938,9.114386111
0,0.026458333,6.252,0.93575,9.114386111
0,0.026458333,6.252,0.94425,9.114386111
0,0.019666667,6.252,0.95725,9.114386111
0,0.019666667,8,0.91175,9.114386111
0,0.019666667,8,0.895,9.114386111
0,0.019666667,8,0.903,9.114386111
0,0.04375,8,0.903,9.114386111
0.002,0.04375,8,0.90975,9.114386111
0.002,0.04375,8,0.90975,9.114386111
0,0.04375,8,0.912,9.114386111
0,0.04375,8,0.90975,9.114386111
0,0.04375,8,0.90525,9.114386111
0,0.04375,8,0.903,9.114386111
0,0.019666667,8,0.901,9.114386111
0,0.019666667,8,0.901,9.114386111
0,0.019666667,8,0.903,9.114386111
0,0.019666667,8,0.897,9.114386111
0,0.019666667,8,0.895,9.114386111
0,0.019666667,8,0.895,9.114386111
0,0.019666667,8,0.89275,9.114386111
0,0.019666667,8,0.88825,9.114386111
0,0.019666667,8,0.884,9.114386111
0,0.019666667,8,0.878,9.114386111
0,0.019666667,8,0.878,9.114386111
0,0.019666667,8,0.878,9.114386111
0,0.019666667,8,0.87125,9.114386111
0,0.04375,8,0.869,9.114386111
0,0.04375,8.4,0.869,9.114386111
0,0.04375,8.4,0.87125,9.114386111
0,0.04375,8.4,0.863,9.114386111
0,0.017416667,8.4,0.861,9.114386111
0,0.017416667,8.4,0.863,9.114386111
0,0.017416667,8.4,0.861,9.114386111
0,0.017416667,8.4,0.861,9.114386111
0,0.017416667,8.4,0.861,9.114386111
0,0.017416667,8.4,0.861,9.114386111
0,0.017416667,8.4,0.85875,9.114386111
0.005,0.04375,8.4,0.8565,9.114386111
0,0.04375,8.4,0.852,9.114386111
0,0.04375,8.4,0.852,9.114386111
0,0.04375,8.4,0.8565,9.114386111
0,0.04375,8.4,0.88625,9.114386111
0,0.04375,8.4,0.8925,9.114386111
0.018,0.04375,8.4,0.87775,9.114386111
0,0.04375,8.4,0.85225,9.114386111
0,0.04375,8.4,0.86275,9.114386111
0,0.04375,8.4,0.86275,9.114386111
0,0.04375,8.4,0.82925,9.114386111
0,0.04375,8.4,0.821,9.114386111
0,0.04375,8.4,0.8315,9.114386111
0,0.017416667,8.4,0.842,9.114386111
0,0.017416667,8.36,0.844,9.114386111
0,0.017416667,8.36,0.844,9.114386111
0,0.017416667,8.36,0.844,9.114386111
0,0.032583333,8.36,0.84,9.114386111
0,0.032583333,8.36,0.836,9.114386111
0,0.032583333,8.36,0.836,9.114386111
0,0.032583333,8.36,0.8355,9.114386111
0,0.032583333,8.36,0.836,9.114386111
0,0.032583333,8.36,0.8315,9.114386111
0,0.032583333,8.36,0.827,9.114386111
0,0.017416667,8.36,0.827,9.114386111
0,0.017416667,8.36,0.821,9.114386111
0,0.017416667,8.36,0.827,9.114386111
0,0.017416667,8.36,0.827,9.114386111
0,0.017416667,8.36,0.827,9.114386111
0,0.017416667,8.36,0.827,9.114386111
0,0.017416667,8.36,0.827,9.114386111
0,0.017416667,8.36,0.821,9.114386111
0,0.017416667,8.36,0.8315,9.114386111
0,0.017416667,8.36,0.83575,9.114386111
0,0.017416667,8.36,0.821,9.114386111
0,0.017416667,8.36,0.825,9.114386111
0,0.017416667,8.36,0.81075,9.114386111
0,0.032583333,8.36,0.794,9.114386111
0,0.032583333,9.61,0.796,9.114386111
0,0.032583333,9.61,0.802,9.114386111
0.056,0.032583333,9.61,0.80425,9.114386111
0.08,0.010458333,9.61,0.80875,9.114386111
0.052,0.010458333,9.61,0.8065,9.114386111
0.082,0.010458333,9.61,0.80425,9.114386111
0.113,0.010458333,9.61,0.80425,9.114386111
0.346,0.010458333,9.61,0.80875,9.114386111
0.114,0.010458333,9.61,0.802,9.114386111
0,0.010458333,9.61,0.802,9.114386111
0,0.032583333,9.61,0.802,9.114386111
0,0.032583333,9.61,0.802,9.114386111
0,0.032583333,9.61,0.802,9.114386111
0.002,0.032583333,9.61,0.802,9.114386111
0,0.032583333,9.61,0.80875,9.114386111
0.009,0.032583333,9.61,0.811,9.114386111
0,0.032583333,9.61,0.842,9.114386111
0,0.032583333,9.61,0.8335,9.114386111
0,0.032583333,9.61,0.817,9.114386111
0,0.032583333,9.61,0.8065,9.114386111
0,0.032583333,9.61,0.80875,9.114386111
0,0.032583333,9.61,0.83375,9.114386111
0,0.032583333,9.61,0.8335,9.114386111
0,0.010458333,9.61,0.813,9.114386111
0,0.010458333,10.06,0.788,9.114386111
0,0.010458333,10.06,0.752,9.114386111
0,0.010458333,10.06,0.756,9.114386111
0,0.034583333,10.06,0.776,9.114386111
0,0.034583333,10.06,0.784,9.114386111
0.009,0.034583333,10.06,0.786,9.114386111
0.018,0.034583333,10.06,0.784,9.114386111
0,0.034583333,10.06,0.778,9.114386111
0,0.034583333,10.06,0.778,9.114386111
0,0.034583333,10.06,0.778,9.114386111
0,0.010458333,10.06,0.774,9.114386111
0,0.010458333,10.06,0.77,9.114386111
0,0.010458333,10.06,0.77,9.114386111
0,0.010458333,10.06,0.77,9.114386111
0,0.010458333,10.06,0.77,9.114386111
0,0.010458333,10.06,0.772,9.114386111
0,0.010458333,10.06,0.79425,9.114386111
0,0.010458333,10.06,0.821,9.114386111
0,0.010458333,10.06,0.778,9.114386111
0,0.010458333,10.06,0.726,9.114386111
0,0.010458333,10.06,0.726,9.114386111
0,0.010458333,10.06,0.742,9.114386111
0,0.010458333,10.06,0.752,9.114386111
0,0.034583333,10.06,0.752,9.114386111
0,0.034583333,9.02,0.746,9.114386111
0,0.034583333,9.02,0.746,9.114386111
0,0.034583333,9.02,0.748,9.114386111
0,0.016375,9.02,0.746,9.114386111
0,0.016375,9.02,0.746,9.114386111
0,0.016375,9.02,0.746,9.114386111
0,0.016375,9.02,0.746,9.114386111
0,0.016375,9.02,0.746,9.114386111
0,0.016375,9.02,0.738,9.114386111
0.001,0.016375,9.02,0.738,9.114386111
0,0.034583333,9.02,0.734,9.114386111
0,0.034583333,9.02,0.732,9.114386111
0,0.034583333,9.02,0.73,9.114386111
0,0.034583333,9.02,0.73,9.114386111
0,0.034583333,9.02,0.73,9.114386111
0,0.034583333,9.02,0.73,9.114386111
0,0.034583333,9.02,0.73,9.114386111
0,0.034583333,9.02,0.73,9.114386111
0,0.034583333,9.02,0.73,9.114386111
0,0.034583333,9.02,0.73,9.114386111
0,0.034583333,9.02,0.73,9.114386111
0,0.034583333,9.02,0.73,9.114386111
0,0.034583333,9.02,0.762,9.114386111
0,0.016375,9.02,0.78,9.114386111
0,0.016375,13.67,0.74,4.203793056
0,0.016375,13.33,0.6885,4.203793056
0,0.016375,14.52,0.68275,4.203793056
0,0.016208333,14.58,0.702,4.203793056
0,0.016208333,14.44,0.714,4.203793056
0,0.016208333,16.42,0.714,4.203793056
0,0.016208333,14.5,0.714,4.203793056
0,0.016208333,13.43,0.714,4.203793056
0,0.016208333,11.9,0.714,4.203793056
0,0.016208333,12.43,0.714,4.203793056
0,0.016375,13.33,0.714,4.203793056
0,0.016375,13.33,0.714,4.203793056
0,0.016375,13.33,0.712,4.203793056
0,0.016375,13.33,0.71,4.203793056
0,0.016375,13.33,0.712,4.203793056
0,0.016375,13.33,0.742,4.203793056
0,0.016375,13.33,0.774,4.203793056
0,0.016375,13.33,0.744,4.203793056
0,0.016375,13.33,0.6865,4.203793056
0,0.016375,13.33,0.671,4.203793056
0,0.016375,14.52,0.6865,4.203793056
0,0.016375,14.52,0.7,4.203793056
0,0.016375,14.52,0.708,4.203793056
0,0.016208333,14.52,0.72,4.203793056
0,0.059333333,11.71,0.736,4.203793056
0,0.018791667,8.74,0.748,4.203793056
0,0.024375,4.744,0.754,4.203793056
0,0.01025,2.21,0.754,4.203793056
0,0.00575,8.06,0.754,4.203793056
0,0.034458333,6.523,0.754,4.203793056
0,0.012791667,-1.31,0.754,4.203793056
0,0.005458333,3.283,0.754,4.203793056
0,0.010083333,5.03,0.752,4.203793056
0,0.014958333,4.805,0.746,4.203793056
0,0.018791667,0.392,0.746,4.203793056
0,0.018791667,2.634,0.746,4.203793056
0.009,0.018791667,2.602,0.746,4.203793056
0,0.024375,2.273,0.746,4.203793056
0,0.024375,0.883,0.748,4.203793056
0,0.024375,0.698,0.78,4.203793056
0,0.024375,-0.323,0.794,4.203793056
0,0.024375,0.596,0.764,4.203793056
0,0.024375,0.85,0.766,4.203793056
0,0.024375,4.744,0.772,4.203793056
0,0.024375,9.79,0.73,4.203793056
0,0.024375,0.015,0.7,4.203793056
0,0.024375,1.897,0.708,4.203793056
0,0.01025,2.745,0.726,4.203793056
0,0.013583333,2.126,0.732,4.203793056
0,0.008833333,-0.889,0.734,4.203793056
0,4.16667E-05,1.081,0.73,4.203793056
0,0.021916667,-2.568,0.736,4.203793056
0,0.006166667,-8.03,0.734,4.203793056
0,0.005083333,2.536,0.73,4.203793056
0,0.01175,4.358,0.73,4.203793056
0,0.018583333,6.454,0.73,4.203793056
0,0.015458333,4.403,0.73,4.203793056
0,0.013833333,0.931,0.724,4.203793056
0,0.008833333,-6.211,0.722,4.203793056
0,0.008833333,-0.246,0.722,4.203793056
0,0.008833333,0,0.722,4.203793056
0,4.16667E-05,0.444,0.722,4.203793056
0,4.16667E-05,0.493,0.716,4.203793056
0,4.16667E-05,0.496,0.746,4.203793056
0,4.16667E-05,-0.192,0.746,4.203793056
0,4.16667E-05,0.352,0.75,4.203793056
0,4.16667E-05,0.318,0.752,4.203793056
0.147,4.16667E-05,1.081,0.754,4.203793056
0.105,4.16667E-05,-4.45,0.754,4.203793056
0.019,4.16667E-05,-6.758,0.756,4.203793056
0.009,4.16667E-05,-7.2,0.78,4.203793056
0.043,0.021916667,-7.85,0.78,4.203793056
0.326,0.023625,2.463,0.742,4.203793056
0.177,0.009833333,4.637,0.73,4.203793056
0,0.009833333,4.637,0.734,4.203793056
0.009,0.008083333,4.637,0.742,4.203793056
0.005,0.008083333,4.637,0.746,4.203793056
0.21,0.008083333,4.637,0.746,4.203793056
0.062,0.008083333,4.637,0.746,4.203793056
0,0.008083333,4.637,0.746,4.203793056
0.001,0.008083333,4.637,0.746,4.203793056
0,0.008083333,4.637,0.746,4.203793056
0.687,0.009833333,4.637,0.746,4.203793056
0.145,0.009833333,4.637,0.746,4.203793056
0.142,0.009833333,4.637,0.746,4.203793056
0.018,0.009833333,4.637,0.746,4.203793056
0,0.009833333,4.637,0.748,4.203793056
0.001,0.009833333,4.637,0.754,4.203793056
0,0.009833333,4.637,0.754,4.203793056
0,0.009833333,4.637,0.752,4.203793056
0,0.009833333,4.637,0.754,4.203793056
0,0.009833333,4.637,0.754,4.203793056
0,0.009833333,4.637,0.754,4.203793056
0,0.009833333,4.637,0.754,4.203793056
0,0.009833333,4.637,0.754,4.203793056
0,0.008083333,4.637,0.754,4.203793056
0,0.008083333,4.637,0.746,4.203793056
0.009,0.008083333,4.637,0.742,4.203793056
0,0.008083333,4.637,0.734,4.203793056
0,0.014833333,4.637,0.726,4.203793056
0.009,0.014833333,4.637,0.72,4.203793056
0,0.014833333,4.637,0.714,4.203793056
0.011,0.014833333,4.637,0.712,4.203793056
0,0.014833333,4.637,0.706,4.203793056
0,0.014833333,4.637,0.704,4.203793056
0,0.014833333,4.637,0.698,4.203793056
0,0.008083333,4.637,0.694,4.203793056
0,0.008083333,4.637,0.69,4.203793056
0.009,0.008083333,4.637,0.68825,4.203793056
0,0.008083333,4.637,0.68475,4.203793056
0,0.008083333,4.637,0.68825,4.203793056
0,0.008083333,4.637,0.69,4.203793056
0,0.008083333,4.637,0.69,4.203793056
0,0.008083333,4.637,0.69,4.203793056
0,0.008083333,4.637,0.68825,4.203793056
0,0.008083333,4.637,0.683,4.203793056
0,0.008083333,4.637,0.6865,4.203793056
0,0.008083333,4.637,0.68475,4.203793056
0,0.008083333,4.637,0.683,4.203793056
0,0.014833333,4.637,0.683,4.203793056
0,0.014833333,4.637,0.683,4.203793056
0,0.014833333,4.637,0.683,4.203793056
0,0.014833333,4.637,0.679,4.203793056
0.058,0.033875,4.637,0.677,4.203793056
0.163,0.033875,4.637,0.675,4.203793056
0.197,0.033875,4.637,0.675,4.203793056
0.01,0.033875,4.637,0.675,4.203793056
0,0.033875,4.637,0.675,4.203793056
0,0.033875,4.637,0.675,4.203793056
0,0.033875,4.637,0.675,4.203793056
0.009,0.014833333,4.637,0.667,4.203793056
0.145,0.014833333,4.637,0.667,4.203793056
0,0.014833333,4.637,0.659,4.203793056
0,0.014833333,4.637,0.659,4.203793056
0,0.014833333,4.637,0.661,4.203793056
0,0.014833333,4.637,0.661,4.203793056
0,0.014833333,4.637,0.665,4.203793056
0,0.014833333,4.637,0.667,4.203793056
0,0.014833333,4.637,0.667,4.203793056
0,0.014833333,4.637,0.667,4.203793056
0,0.014833333,4.637,0.661,4.203793056
0,0.014833333,4.637,0.659,4.203793056
0,0.014833333,4.637,0.65725,4.203793056
0,0.033875,4.637,0.65375,4.203793056
0.002,0.033875,7.96,0.652,4.203793056
0,0.033875,7.96,0.652,4.203793056
0.001,0.033875,5.58,0.65,4.203793056
0.019,0.004583333,8.12,0.644,4.203793056
0,0.004583333,8.12,0.644,4.203793056
0,0.004583333,6.801,0.642,4.203793056
0.002,0.004583333,6.75,0.644,4.203793056
0,0.004583333,7.47,0.638,4.203793056
0,0.004583333,7.91,0.636,4.203793056
0,0.004583333,8.36,0.6325,4.203793056
0,0.033875,8.45,0.629,4.203793056
0,0.033875,8.46,0.6325,4.203793056
0,0.033875,8.21,0.629,4.203793056
0,0.033875,8.4,0.629,4.203793056
0,0.033875,8.7,0.629,4.203793056
0,0.033875,8.72,0.63275,4.203793056
0,0.033875,8.91,0.67125,4.203793056
0,0.033875,8.3,0.675,4.203793056
0,0.033875,5.675,0.6345,4.203793056
0,0.033875,5.58,0.599,4.203793056
0,0.033875,6.279,0.5955,4.203793056
0,0.033875,6.116,0.608,4.203793056
0.009,0.033875,8.12,0.62125,4.203793056
0,0.004583333,8.12,0.66725,4.203793056
0,0.004583333,6.303,0.6845,4.203793056
0,0.004583333,6.717,0.64975,4.203793056
0,0.004583333,5.201,0.6045,4.203793056
0,0.001208333,2.292,0.577,4.203793056
0,0.001208333,1.392,0.588,4.203793056
0,0.001208333,1.812,0.60625,4.203793056
0,0.001208333,3.811,0.614,4.203793056
0,0.001208333,4.68,0.6175,4.203793056
0,0.001208333,6.623,0.621,4.203793056
0,0.001208333,8.11,0.6175,4.203793056
0,0.004583333,8.64,0.614,4.203793056
0,0.004583333,9.12,0.614,4.203793056
0,0.004583333,9.14,0.614,4.203793056
0,0.004583333,9.14,0.614,4.203793056
0,0.004583333,9.34,0.614,4.203793056
0,0.004583333,9.42,0.61575,4.203793056
0,0.004583333,9.04,0.621,4.203793056
0,0.004583333,8.47,0.621,4.203793056
0,0.004583333,7.89,0.627,4.203793056
0,0.004583333,8.26,0.64,4.203793056
0,0.004583333,8.12,0.63625,4.203793056
0,0.004583333,8.12,0.6175,4.203793056
0,0.004583333,7.45,0.614,4.203793056
0,0.001208333,6.483,0.6385,4.203793056
0,0.001208333,5.237,0.742,4.203793056
0,0.001208333,6.672,0.75,4.203793056
0,0.001208333,6.906,0.714,4.203793056
0,0.006625,6.489,0.67275,4.203793056
0,0.006625,4.634,0.644,4.203793056
0,0.006625,3.901,0.625,4.203793056
0,0.006625,4.191,0.61575,4.203793056
0,0.006625,4.797,0.614,4.203793056
0,0.006625,5.478,0.608,4.203793056
0.018,0.006625,6.664,0.60425,4.203793056
0.026,0.001208333,7.59,0.599,4.203793056
0,0.001208333,8.29,0.599,4.203793056
0,0.001208333,9.17,0.599,4.203793056
0,0.001208333,10.03,0.599,4.203793056
0,0.001208333,10.39,0.599,4.203793056
0.018,0.001208333,10.47,0.60425,4.203793056
0,0.001208333,9.48,0.606,4.203793056
0,0.001208333,7.76,0.599,4.203793056
0,0.001208333,5.131,0.5715,4.203793056
0,0.001208333,5.621,0.5445,4.203793056
0,0.001208333,6.036,0.523,4.203793056
0,0.001208333,5.916,0.51375,4.203793056
0,0.001208333,5.326,0.5155,4.203793056
0,0.006625,5.762,0.541,4.203793056
0,0.006625,9.95,0.56775,4.203793056
0,0.006625,5.447,0.58225,4.203793056
0,0.006625,5.682,0.59,4.203793056
0,0.007291667,5.935,0.592,4.203793056
0,0.007291667,6.882,0.592,4.203793056
0,0.007291667,6.272,0.592,4.203793056
0.009,0.007291667,6.066,0.588,4.203793056
0.009,0.007291667,6.491,0.592,4.203793056
0,0.007291667,6.358,0.59,4.203793056
0,0.007291667,6.791,0.559,4.203793056
0,0.006625,7.84,0.57525,4.203793056
0,0.006625,9.25,0.5735,4.203793056
0,0.006625,10.11,0.5735,4.203793056
0.281,0.006625,9.62,0.57525,4.203793056
0.588,0.006625,8.56,0.57875,4.203793056
0.781,0.006625,8.1,0.612,4.203793056
1.093,0.006625,7.99,0.67125,4.203793056
1.391,0.006625,8.15,0.716,4.203793056
0.614,0.006625,8.04,0.667,4.203793056
0.739,0.006625,8.59,0.62125,4.203793056
0.968,0.006625,8.94,0.588,4.203793056
1.216,0.006625,9.17,0.57,4.203793056
0.829,0.006625,9.59,0.5935,4.203793056
1.144,0.007291667,9.72,0.65175,4.203793056
0.367,0.059333333,1.39,0.708,4.203793056
0.944,0.059333333,10.27,0.7765,4.203793056
1.676,0.059333333,10.44,0.83975,4.203793056
0.659,0.018791667,10.75,0.90975,4.203793056
0.678,0.018791667,10.88,1.0105,4.203793056
0.021,0.018791667,10.63,1.11275,4.203793056
0.097,0.018791667,9.63,1.213,4.203793056
0.046,0.018791667,9.42,1.34675,4.203793056
0.109,0.018791667,8.95,1.53375,4.203793056
0.078,0.018791667,8.74,1.69075,4.203793056
0,0.059333333,8.91,1.855,4.203793056
0.008,0.059333333,8.88,2.15775,4.203793056
0,0.059333333,9.49,2.524,4.203793056
0,0.059333333,10.11,2.6655,4.203793056
0.008,0.059333333,10.32,2.608,4.203793056
0,0.059333333,9.72,2.50875,4.203793056
0,0.059333333,7.78,2.3935,4.203793056
0,0.059333333,6.08,2.27225,4.203793056
0,0.059333333,4.506,2.162,4.203793056
0,0.059333333,6.754,2.0625,4.203793056
0,0.059333333,5.558,1.97775,4.203793056
0,0.059333333,3.918,1.9035,4.203793056
0,0.059333333,4.199,1.81575,4.203793056
0,0.018791667,1.936,1.7565,4.203793056
0,0.018791667,0.392,1.704,4.203793056
0.02,0.018791667,2.634,1.6355,4.203793056
0,0.018791667,2.602,1.58,4.203793056
0.001,0.024375,2.273,1.5335,4.203793056
0.004,0.024375,0.883,1.48475,4.203793056
0.008,0.024375,0.698,1.4415,4.203793056
0,0.024375,-0.323,1.406,4.203793056
0.009,0.024375,0.596,1.371,4.203793056
0.021,0.024375,0.85,1.34175,4.203793056
0,0.024375,4.744,1.3095,4.203793056
0.008,0.018791667,6.728,1.278,4.203793056
0.001,0.018791667,9.15,1.254,4.203793056
0,0.018791667,9.18,1.2345,4.203793056
0,0.018791667,9.55,1.2155,4.203793056
0,0.018791667,8.25,1.20125,4.203793056
0,0.018791667,8.85,1.18225,4.203793056
0,0.018791667,6.456,1.1685,4.203793056
0,0.018791667,3.819,1.17975,4.203793056
0,0.018791667,2.847,1.1405,4.203793056
0,0.018791667,2.037,1.094,4.203793056
0.152,0.018791667,1.728,1.07775,4.203793056
0,0.018791667,2.888,1.071,4.203793056
0.004,0.018791667,0.611,1.0755,4.203793056
0.008,0.024375,0.422,1.07775,4.203793056
0,0.024375,9.79,1.04625,4.203793056
0.016,0.024375,0.015,1.02375,4.203793056
0.049,0.024375,1.897,1.017,4.203793056
0.014,0.01025,2.745,1.01475,4.203793056
0.001,0.01025,1.898,1.0035,4.203793056
0.016,0.01025,0.183,0.9945,4.203793056
0.001,0.01025,-0.416,0.986,4.203793056
0,0.01025,-1.162,0.97525,4.203793056
0.025,0.01025,-0.186,0.96175,4.203793056
0.003,0.01025,2.21,0.95275,4.203793056
0.004,0.024375,6.239,0.946,4.203793056
0.004,0.024375,8.52,0.93575,4.203793056
0.008,0.024375,9.94,0.9225,4.203793056
0,0.024375,10.68,0.929,4.203793056
0,0.024375,11.11,0.95075,4.203793056
0.008,0.024375,10.07,0.97525,4.203793056
0.008,0.024375,8.08,0.92675,4.203793056
0,0.024375,6.172,0.87775,4.203793056
0,0.024375,6.759,0.87575,4.203793056
0,0.024375,6.939,0.884,4.203793056
0,0.024375,5.008,0.886,4.203793056
0,0.024375,7.38,0.886,4.203793056
0.008,0.024375,8.07,0.886,4.203793056
0,0.024666667,8.73,0.886,4.203793056
0.859,0.01025,12.66,0.886,4.203793056
1.59,0.01025,9.42,0.884,4.203793056
2.107,0.01025,9.56,0.882,4.203793056
1.016,0.00575,9.01,0.886,4.203793056
0.674,0.00575,9.05,0.886,4.203793056
0.979,0.00575,8.7,0.89275,4.203793056
0.892,0.00575,8,0.90325,4.203793056
1.413,0.00575,7.86,0.93975,4.203793056
1.377,0.00575,8,1.0015,4.203793056
0.64,0.00575,8.06,1.10125,4.203793056
0.38,0.01025,8.71,1.247,4.203793056
0.593,0.01025,9.66,1.54925,4.203793056
1.398,0.01025,9.75,2.50225,4.203793056
0.49,0.01025,9.65,4.3845,4.203793056
0.472,0.01025,10.21,6.00625,4.203793056
0.509,0.01025,10.91,7.239,4.203793056
0.071,0.01025,11.49,8.00325,4.203793056
0.024,0.01025,12.07,8.54325,4.203793056
0.109,0.01025,12.01,8.644,4.203793056
0.029,0.01025,11.92,8.79475,4.203793056
0.008,0.01025,11.91,9.27975,4.203793056
0.032,0.01025,11.77,9.52575,4.203793056
0.015,0.01025,12.2,9.406,4.203793056
0.242,0.00575,12.81,8.91975,4.203793056
0.632,0.00575,-0.259,8.168,4.203793056
1.356,0.00575,12.2,7.37375,4.203793056
0,0.00575,9.55,6.67275,4.203793056
0,0.034458333,8.63,6.136,4.203793056
0.008,0.034458333,7.8,5.73075,4.203793056
0,0.034458333,6.72,5.426,4.203793056
0,0.034458333,6.463,5.27075,4.203793056
0.001,0.034458333,5.661,5.42325,4.203793056
0,0.034458333,5.431,5.96725,4.203793056
0.008,0.034458333,6.523,6.22,4.203793056
0.002,0.00575,6.663,5.994,4.203793056
0,0.00575,7.74,5.53825,4.203793056
0,0.00575,8.6,5.149,4.203793056
0,0.00575,8.53,4.80325,4.203793056
0,0.00575,8.33,4.4795,4.203793056
0,0.00575,7.97,4.2115,4.203793056
0,0.00575,6.848,4.123,4.203793056
0,0.00575,5.27,3.99675,4.203793056
0,0.00575,4.505,3.625,4.203793056
0,0.00575,3.538,3.367,4.203793056
0,0.00575,3.8,3.2175,4.203793056
0,0.00575,4.094,3.1005,4.203793056
0,0.00575,3.051,2.99975,4.203793056
0,0.034458333,0.552,2.8925,4.203793056
0,0.034458333,1.687,2.801,4.203793056
0,0.034458333,1.472,2.713,4.203793056
0,0.034458333,-0.717,2.6355,4.203793056
0,0.012791667,-1.774,2.5705,4.203793056
0,0.012791667,-2.739,2.5115,4.203793056
0,0.012791667,-2.756,2.45475,4.203793056
0,0.012791667,-3.303,2.40075,4.203793056
0.016,0.012791667,-3.799,2.357,4.203793056
0.033,0.012791667,-3.725,2.32075,4.203793056
0.036,0.012791667,-1.31,2.2795,4.203793056
0.009,0.034458333,2.306,2.241,4.203793056
0.001,0.034458333,5.179,2.205,4.203793056
0,0.034458333,6.757,2.174,4.203793056
0,0.034458333,7.3,2.093,4.203793056
0,0.034458333,7.13,1.96125,4.203793056
0,0.034458333,6.873,2.00375,4.203793056
0,0.034458333,3.928,2.03625,4.203793056
0,0.034458333,1.797,2.01775,4.203793056
0,0.034458333,1.533,2.0225,4.203793056
0,0.034458333,0.483,2.0315,4.203793056
0,0.034458333,0.007,1.973,4.203793056
0,0.034458333,0.105,1.9385,4.203793056
0,0.034458333,0.896,1.93625,4.203793056
0.008,0.012791667,0.707,1.9195,4.203793056
0.001,0.012791667,3.767,1.901,4.203793056
0,0.012791667,2.015,1.88025,4.203793056
0,0.012791667,2.522,1.8615,4.203793056
0,0.005458333,2.871,1.84775,4.203793056
0.017,0.005458333,3.031,1.832,4.203793056
0.008,0.005458333,2.91,1.81325,4.203793056
0,0.005458333,2.346,1.80175,4.203793056
0.016,0.005458333,2.448,1.78375,4.203793056
0.008,0.005458333,2.223,1.77025,4.203793056
0.013,0.005458333,3.283,1.7545,4.203793056
0.001,0.012791667,4.68,1.74325,4.203793056
0,0.012791667,6.377,1.7335,4.203793056
0,0.012791667,7.48,1.72425,4.203793056
0,0.012791667,8.17,1.71525,4.203793056
0,0.012791667,8.9,1.7175,4.203793056
0,0.012791667,8.59,1.687,4.203793056
0,0.012791667,7.99,1.65125,4.203793056
0,0.012791667,6.98,1.654,4.203793056
0,0.012791667,6.677,1.64575,4.203793056
0,0.012791667,6.507,1.6405,4.203793056
0,0.012791667,5.185,1.6405,4.203793056
0,0.012791667,3.983,1.61425,4.203793056
0,0.012791667,3.712,1.5985,4.203793056
0,0.005458333,2.715,1.5935,4.203793056
0,0.005458333,3.617,1.58275,4.203793056
0,0.005458333,3.927,1.5725,4.203793056
0,0.005458333,3.505,1.56175,4.203793056
0,0.010083333,3.466,1.549,4.203793056
0,0.010083333,3.093,1.53625,4.203793056
